9271;Man's Best Friend;House II: The Second Story;Deep Blue Sea;Phantoms;Flowers in the Attic;Stephen King's The Shining
9272;The Good Mother;The Remains of the Day;Sea of Love;Mother;Out of Africa;Losing Isaiah
9274;The Dead Zone: Season 1;Independence Day;Lost in Space;The Time Machine;Star Trek: The Next Generation: Season 2;Star Trek: The Next Generation: Season 4
9276;The Grey Zone;Personal Velocity;Runaway Jury;Ararat;The Deep End;Signs
9278;Wicked;Overnight Delivery;The Queen of the Damned;Ghost Ship;The New Guy;The Cell
9279;Sexy Beast;Unforgiven;Hard Eight;Amores Perros;Clerks;Lone Star
9280;Teacher's Pet;Cinderella II;Dinosaur;White Chicks;Ice Age;SpongeBob SquarePants: SpongeBob Goes Prehistoric
9285;Rugrats: Decade in Diapers;Dr. Seuss: Green Eggs and Ham and Other Favorites;The Lion King 1 1/2;Quest for Camelot;An American Tail: Fievel Goes West;Charlotte's Web 2: Wilbur's Great Adventure
9288;Sudden Death;Deep Blue Sea;Ricochet;Mercury Rising;Death Wish 3;End of Days
9289;The Five Obstructions;The Work of Director Spike Jonze;La Strada: Special Edition;All the Real Girls;Hiroshima Mon Amour;Last Life in the Universe
9294;The Mechanic;MacArthur;Gunfight at the O.K. Corral;Death Wish 5: The Face of Death;Blue Thunder;Dirty Harry
9295;The Year of Living Dangerously;Heaven Can Wait;To Kill a Mockingbird;Some Like It Hot;Giant;Manhattan
9296;Samurai Jack;Tenchi the Movie: Tenchi Muyo! In Love;Dragon Ball Z: Dead Zone;Wolf's Rain;Armitage: Dual-Matrix;Dragon Ball Z: Bojack Unbound
9298;From Dusk Till Dawn;Mallrats;Indiana Jones and the Temple of Doom;Happy Gilmore;The Matrix: Reloaded;Blade Runner
9303;Bus Stop;Suspicion;Mrs. Miniver;The Harvey Girls;The Ghost and Mrs. Muir;Houseboat
9306;S.F.W.;Labyrinth;Summer of Sam;The Evil Dead;Orange County;Bill & Ted's Bogus Journey
9309;Twilight;Butch Cassidy and the Sundance Kid;Marathon Man;Bandits;The Conversation;Red Corner
9310;The Candidate;Wag the Dog;Giant;The Deer Hunter;Elmer Gantry;Stalag 17
9317;Spring Forward;Klute;L.I.E.;Tadpole;The Remains of the Day;Sexy Beast
9320;Iron Will;G.I. Jane;The NeverEnding Story;The Road to El Dorado;Frequency;What Women Want
9322;Doctor Who: The Armageddon Factor;Dune;Stargate SG-1: Season 5;The Golden Voyage of Sinbad;Planet of the Apes;Star Trek: The Original Series: Vols. 1-15
9323;The Adventures of Huck Finn;Benji;Life with Mikey;The Return of Jafar;The Hunchback of Notre Dame II;The Sandlot
9326;Queer as Folk: Season 3;Oz: Season 2;Rites of Passage;Boys Life 4: Four Play;Days;Burnt Money
9327;SpongeBob SquarePants: Season 1;The Haunted Mansion;Hey Arnold! The Movie;Jumanji;Scooby-Doo Meets Batman;Dr. Seuss: Green Eggs and Ham and Other Favorites
9329;Dennis the Menace;Beethoven's 4th;Police Academy 3: Back in Training;Grumpy Old Men;The Aristocats;The Great Mouse Detective
9330;For a Few Dollars More;Batman;Midway;Jurassic Park;The Fugitive;Psycho
9331;Romance;La Femme Nikita;Kids;White;Belle Epoque;Poison Ivy: The New Seduction
9334;Destry Rides Again;From Here to Eternity;And Then There Were None;The Russians Are Coming, The Russians Are Coming;Saboteur;The Defiant Ones
9340;Pearl Harbor;Big;Father of the Bride;The Matrix: Reloaded;The Family Man;Bad Boys II
9347;Ren & Stimpy: Season 3 and a Half-ish;Teenage Mutant Ninja Turtles: The Movie;Pee-Wee's Big Adventure;Saturday Night Live: The Best of Chris Kattan;Best of The Muppet Show: Peter Sellers / John Cleese / Dudley Moore;Alf: Season 1
9348;The Big O;Futurama: Vol. 3;Futurama: Vol. 4;Spirited Away;Tokyo Godfathers;Futurama: Vol. 1
9350;Iron Jawed Angels;Titanic;The Birdcage;Ghost;Garden State;Normal
9351;Belle de Jour;Network;Klute;Paths of Glory;The Grifters;Bullets Over Broadway
9355;Higher Learning;Necessary Roughness;8MM;Belly;Colors;Scarface: 20th Anniversary Edition
9359;Jumpin' Jack Flash;My Girl;Lethal Weapon;Mary Poppins;The War of the Roses;The Client
9364;No Good Deed;The Whole Ten Yards;End of Days;Hart's War;Passenger 57;Red Dragon
9367;Like Father, Like Son;D2: The Mighty Ducks;City Slickers II: The Legend of Curly's Gold;Bio-Dome;La Bamba;Out to Sea
9368;The Texas Chainsaw Massacre;Flatliners;Stir of Echoes;House on Haunted Hill;The Terminator;Friday the 13th: Part 8: Jason Takes Manhattan
9378;The Natural;In the Line of Fire;True Lies;Remember the Titans;Lord of the Rings: The Two Towers;Speed
9381;The Elephant Man;Midnight Express;Forrest Gump;Out of Africa;North by Northwest;Serpico
9382;Everybody Loves Raymond: Season 2;Law & Order: Criminal Intent: Season 3;All in the Family: Season 2;Beverly Hills 90210: The Pilot Episode;CSI: Season 3;Moonlighting: Seasons 1 & 2
9383;Substitute 2: School's Out;Good Guys Wear Black;Anaconda;The Crow: City of Angels;Last Man Standing;Highlander 3: The Final Dimension
9387;The Exorcist 2: The Heretic;The Legend of Hell House;Scanners;Wolfen;Exorcist: The Beginning;Stephen King's The Shining
9388;Crimes of Passion;Coma;Birdy;Internal Affairs;Shampoo;The Vanishing
9389;Striptease;Reindeer Games;Who Framed Roger Rabbit?: Special Edition;Fear;The Replacements;Risky Business
9392;The Deep End of the Ocean;Overboard;To Gillian on her 37th Birthday;Raising Helen;Guarding Tess;Domestic Disturbance
9395;Les Miserables;Miss Congeniality;Girl, Interrupted;Father of the Bride;Grease;Good Morning, Vietnam
9396;The Crow: City of Angels;Above the Law;Volcano;8MM;Blade;Navy Seals
9398;Bobby Jones, Stroke of Genius;Calendar Girls;61*;Big Fish;The Door in the Floor;The Human Stain
9400;Allan Quatermain and the Lost City of Gold;F/X 2;Big Trouble in Little China;Lone Wolf McQuade;Marked For Death;Species
9406;The Best of Insomniac: Uncensored: Vol. 1;Mitch Hedberg: Mitch All Together;Army of Darkness;In Living Color: Season 1;In Living Color: Season 2;Saturday Night Live: 25 Years of Music
9410;P.S.;Two Weeks Notice;I Heart Huckabees;Whale Rider;Bright Young Things;Calendar Girls
9414;The Outer Limits: The Original Series: Season 1;Star Trek: Deep Space Nine: Season 4;The Incredible Hulk: Original TV Series: Pilot / Married;The Fly / The Fly 2;V: The Final Battle;Star Trek: The Next Generation: Season 2
9415;Are We There Yet?;The Rundown;The Princess Diaries (Widescreen);Something's Gotta Give;Secret Window;Hidalgo
9416;Peyton Place;My Man Godfrey;The Harvey Girls;With Six You Get Eggroll;The Glass Menagerie;Zorba the Greek
9417;Carmen: A Hip Hopera;Money Talks;Car Wash;Menace II Society;A Lesson Before Dying;Barbershop
9418;Roswell: Season 1;The Mists of Avalon;Highlander: Season 1;Hercules: The Legendary Journeys: Season 2;Practical Magic;Quantum Leap: Season 3
9421;Anatomy;Memento;Trainspotting;Heavenly Creatures;Event Horizon;Killing Zoe
9426;Platoon;The Royal Tenenbaums;The Big Lebowski;American History X;Monster's Ball;Speed
9429;CB4;Suicide Kings;Thin Line Between Love & Hate;Bulletproof;Dragon: The Bruce Lee Story;Richard Pryor: Here and Now
9430;The Battle of Shaker Heights;Miracle;Lord of the Rings: The Two Towers;Grind;Something's Gotta Give;Chicago
9431;Get Carter;Universal Soldier: The Return;Hart's War;Bad Company;Analyze This;Marked For Death
9432;Cop Land;Point of No Return;The Contender;Dead Calm;Man on the Moon;Superman II
9433;Fiddler on the Roof;Edward Scissorhands;Citizen Kane;Monsters, Inc.;The Fugitive;Harry Potter and the Sorcerer's Stone
9435;Committed;The Virgin Suicides;Riding in Cars with Boys;Duets;She's All That;Picture Perfect
9438;Love & Basketball;Clueless;I Am Sam;Mr. Deeds;The Green Mile;What Lies Beneath
9440;Explorers;Lucas;Total Recall;Groundhog Day;The Addams Family;Ghostbusters
9442;The Chronicles of Riddick;Ocean's Twelve;Rush Hour;End of Days;Raiders of the Lost Ark;Planet of the Apes
9443;Pocahontas II: Journey to a New World;Air Bud: Seventh Inning Fetch;The Parent Trap;A Kid in King Arthur's Court;Bambi: Platinum Edition;Scooby-Doo's Original Mysteries
9445;Thumbelina;Atlantis: The Lost Empire;Annie;Space Jam;Scooby-Doo in Arabian Nights;Scooby-Doo and the Ghoul School
9458;Kingdom of Heaven;Behind Enemy Lines;Dodgeball: A True Underdog Story;Blade;The Pacifier;Mystic River
9459;I'm Gonna Git You Sucka;Clash of the Titans;Creepshow;Scarface: 20th Anniversary Edition;Black Sheep;Clue
9461;Ready to Wear;200 Cigarettes;Thelma & Louise: Special Edition;Living Out Loud;Rambling Rose;Parenthood
9469;I'll Sleep When I'm Dead;Second Sight: Series 2;The Upside of Anger;Blood Simple;Japanese Story;Rabbit-Proof Fence
9471;The Butterfly Effect: Director's Cut;Red Dragon;Something's Gotta Give;Jurassic Park;Cellular;Indiana Jones and the Last Crusade
9472;The Man Who Shot Liberty Valance;Some Like It Hot;Rear Window;The Apartment;On the Waterfront;Paint Your Wagon
9475;The Critic: The Complete Series;Mystery Science Theater 3000: The Wild World of Batwoman;Saturday Night Live: The Best of Dana Carvey;Saturday Night Live: The Best of Will Ferrell;Bill & Ted's Bogus Journey;Saturday Night Live: The Best of Steve Martin
9479;The Cuckoo;The Luzhin Defence;Bad Education;Alias Betty;Dark Blue World;Kandahar
9481;Deliverance;Philadelphia;The Wizard of Oz: Collector's Edition;A Beautiful Mind;Thelma & Louise: Special Edition;Lawrence of Arabia
9482;Inspector Morse 23: The Death of the Self;The Avengers '65;Witness for the Prosecution;MI-5: Vol. 1;The Forsyte Saga: Series 2;The Thin Man
9485;Persona;The Last Picture Show;Chinatown;The Piano Teacher;High and Low;Down by Law
9487;Dragon Ball Z: The Return of Cooler;Sailor Moon R: The Promise of the Rose;Spider-Man vs. Doc Ock;Ghost in the Shell 2: Innocence;Todd McFarlane's Spawn;Futurama: Vol. 3
9497;Moonlighting: The Pilot;D.O.A.;War Games;Look Who's Talking;F/X;Throw Momma From the Train
9498;Lewis Black: Black on Broadway;Austin Powers: International Man of Mystery;Fear and Loathing in Las Vegas;Fahrenheit 9/11;Napoleon Dynamite;Bowling for Columbine
9505;Insomnia;Pi: Faith in Chaos;As Good as It Gets;The Shawshank Redemption: Special Edition;Grosse Pointe Blank;The Cell
9508;Welcome to Mooseport;The Ladykillers;Spider-Man;High Crimes;Van Helsing;Ocean's Eleven
9509;Batteries Not Included;Interview with the Vampire;The Saint;Don't Tell Mom the Babysitter's Dead;Spider-Man;The 'Burbs
9511;Someone to Watch Over Me;Airport;The Poseidon Adventure;Night Shift;Prizzi's Honor;Starman
9513;Tales from the Crypt: Season 1;Bram Stoker's Dracula;In Living Color: Season 1;The Hitcher;The Simpsons: Bart Wars;Poltergeist
9516;Bad Company;Tightrope;Predator 2;Snake Eyes;Disclosure;Nighthawks
9517;Silent Running;American Graffiti: Collector's Edition;Millennium;Lawrence of Arabia;Papillon;Repo Man
9518;Showgirls;9 1/2 Weeks;Risky Business;X-Men;Unbreakable;Batman & Robin
9524;The Winslow Boy;Charlotte Gray;Network;Pollock;The Commitments;sex, lies, and videotape
9525;The Legend of Drunken Master;The Lord of the Rings: The Fellowship of the Ring: Extended Edition;The Last Starfighter;Commando;Resident Evil;Spider-Man 2
9526;Juwanna Mann;Mr. 3000;Maid in Manhattan;See Spot Run;Corky Romano;Romeo Must Die
9528;12 Angry Men;The Magnificent Seven;Inherit the Wind;When Harry Met Sally;Lord of the Rings: The Return of the King;Ocean's Eleven
9529;National Lampoon's Christmas Vacation 2: Cousin Eddie's Island Adventure;Kangaroo Jack;Ladder 49;Paycheck;The Waterboy;Cold Creek Manor
9532;The Adventures of Milo and Otis;Little Monsters;The Princess Diaries (Widescreen);Three Men and a Little Lady;Kindergarten Cop;The Borrowers
9534;In July;The Way Home;Monsoon Wedding;The Story of the Weeping Camel;My Son the Fanatic;The Color of Paradise
9539;Wit;Kinsey;About Schmidt;American Beauty;Heavenly Creatures;Driving Miss Daisy
9540;The Decalogue;Dersu Uzala;Il Postino;Pather Panchali;Juliet of the Spirits;Picnic at Hanging Rock
9542;Lantana;Personal Velocity;State and Main;Crimes and Misdemeanors;The Good Girl;Leaving Las Vegas
9545;The Adventures of Pluto Nash;Crocodile Dundee in Los Angeles;Johnny English;2 Fast 2 Furious;The Nutty Professor;Analyze That
9546;Lucky Numbers;Little Nicky;Mercury Rising;What Lies Beneath;Outbreak;The Mask: Special Edition
9548;Midway;The Untouchables;The Dead Pool;MacArthur;Star Trek II: The Wrath of Khan;For Your Eyes Only
9550;Perfect;Mr. Destiny;9 1/2 Weeks;Cocktail;Baby Boom;Phenomenon
9553;And Now ... Ladies and Gentlemen;Owning Mahowny;Dear Frankie;The Golden Bowl;Malena;My House in Umbria
9557;Jesus Christ Superstar: 2000;Little Shop of Horrors;The Way We Were;Shakespeare in Love;Frankenstein / Bride of Frankenstein: The Legacy Collection;In & Out
9565;Rocky III;Training Day;Gone in 60 Seconds;The Matrix;The Patriot;Black Hawk Down
9567;Mystery Science Theater 3000: Overdrawn at the Memory Bank;The Simpsons: Bart Wars;The Twilight Zone: Vol. 19;Fawlty Towers: The Complete Set;The Twilight Zone: Vol. 20;The Twilight Zone: Vol. 9
9569;War and Remembrance: Vol. 2;Fail-Safe;Rio Bravo;El Dorado;The Green Berets;The Man Who Shot Liberty Valance
9577;Jeeves and Wooster: Season 4;The Madness of King George;Monarch of the Glen: Series 2;Cracker: Series 2;Pride and Prejudice;Gosford Park
9578;Sands of Iwo Jima;20,000 Leagues Under the Sea;We Were Soldiers;Father Goose;The Right Stuff;Unforgiven
9581;The Jeffersons: Season 2;Krush Groove;Harlem Nights;The Incredible Hulk: Original TV Series: Pilot / Married;Everybody Loves Raymond: Season 2;Frasier: Season 3
9582;I, Claudius;The Lost Weekend;Dangerous Liaisons;Mister Roberts;Prizzi's Honor;The Seventh Seal
9590;The Bear;Ben-Hur: Collector's Edition;Cats & Dogs;Stand by Me;Pleasantville;The Black Stallion Returns
9591;A Knight's Tale;Cast Away;Jurassic Park III;Lara Croft: Tomb Raider: The Cradle of Life;Spider-Man 2;My Big Fat Greek Wedding
9592;There's Something About Mary: Special Edition;Anchorman: The Legend of Ron Burgundy;Back to the Future;Good Morning, Vietnam;Traffic;Planes, Trains and Automobiles
9593;Friday;Boogie Nights;Napoleon Dynamite;Planes, Trains and Automobiles;Little Nicky;The Shawshank Redemption: Special Edition
9596;Straw Dogs;A Simple Plan;Apocalypse Now Redux;All the President's Men;Sleuth;Salvador
9598;Manhattan;Gandhi;The Godfather, Part II;The Bicycle Thief;The Deer Hunter;Memento
9605;Armitage: Dual-Matrix;Todd McFarlane's Spawn;The Cat Returns;The Princess Blade;Tokyo Godfathers;Titan A.E.
9606;Agatha Christie's The Mirror Crack'd;Gentleman's Agreement;I Was a Male War Bride;The 39 Steps;River of No Return;Rebecca
9608;Love and Death on Long Island;Cowboys & Angels;You Can Count on Me;Happy, Texas;Boys Briefs 2;It's My Party
9609;Sweet Dreams;Gypsy;The Paper Chase;The Onion Field;The Great Santini;The Evening Star
9611;Anatomy of a Murder;Marathon Man;Pat and Mike;Mildred Pierce;Twelve O'Clock High;Bringing Up Baby
9613;8MM;A Time to Kill;Primal Fear;Terminator 2: Extreme Edition;The Shining;RoboCop
9614;Rocky II;Clear and Present Danger;Men in Black;Maverick;The Green Mile;Airplane!
9616;Barbie as Rapunzel;Brother Bear (Home Viewing Version);Sinbad: Legend of the Seven Seas;Scooby-Doo's Greatest Mysteries;Inspector Gadget;The Cheetah Girls
9617;Stepmom;Don't Say a Word;The Italian Job;Anger Management;Legends of the Fall;Hook
9621;Shaft;The Cell;Crimson Tide;Tomorrow Never Dies;Bait;Predator: Collector's Edition
9625;The Grapes of Wrath;L.A. Confidential;The Shawshank Redemption: Special Edition;A Man for All Seasons;An American in Paris;Breakfast at Tiffany's
9626;Saved by the Bell: Season 2;Knight Rider: Season 2;Sugar & Spice;Blank Check;Jawbreaker;Romy and Michele's High School Reunion
9628;Star Wars: Episode VI: Return of the Jedi;The Matrix: Revolutions;Beetlejuice;A Few Good Men;Die Hard With a Vengeance;50 First Dates
9633;The Matrix: Reloaded: Bonus Material;Armageddon;Lethal Weapon 2;Men in Black II;Reign of Fire;The Cell
9634;Good Times: Season 4;Little House on the Prairie: Season 3;Little House on the Prairie: Season 5;Waiting to Exhale;Little House on the Prairie: Season 4;Bewitched: Season 1
9635;Cool Runnings;Jerry Maguire;The Mask of Zorro;Outbreak;Overboard;A Few Good Men
9638;Country;Reversal of Fortune;In Cold Blood;A Raisin in the Sun;A Family Thing;Black Widow
9644;Stargate SG-1: Season 6;Total Recall;The Matrix;Angel: Season 3;Buffy the Vampire Slayer: Season 5;The X-Files: Season 3
9645;Daddy Day Care;Hidalgo;Troy;My Best Friend's Wedding;The Bourne Supremacy;Runaway Jury
9653;My Flesh and Blood;42 Up;Boogie Nights;Crash;The Straight Story;Punch-Drunk Love
9654;Very Bad Things;Reality Bites;Bowfinger;Happy Gilmore;Ace Ventura: Pet Detective;Point Break
9655;Family Plot;The Maltese Falcon;Dark Victory;The Public Enemy;Born Yesterday;The Apartment
9657;Ghost Dad;The Nutty Professor II: The Klumps;The NeverEnding Story 2: The Next Chapter;Snow Day;Inspector Gadget;Homeward Bound: The Incredible Journey
9658;Death Wish 5: The Face of Death;Another 48 Hrs.;Iron Eagle;No Mercy;Bat 21;Navy Seals
9662;Angels in America;sex, lies, and videotape;Latter Days;Being Julia;The Broken Hearts Club;Taxi Driver
9669;Dragon Ball Z: Kid Buu Saga;The One;Ghost in the Shell 2: Innocence;Pokemon: The First Movie;Batman the Animated Series: Vol. 2;Futurama: Vol. 2
9672;The Osbournes: Season 2 1/2;Gilligan's Island: Season 2;The Best of Friends: Vol. 2;Friends: Season 7;Don't Tell Mom the Babysitter's Dead;Reba: Season 1
9673;The Weight of Water;Red Dragon;Blow;Big Fish;Catch Me If You Can;Life as a House
9674;Night Flier;Cat People;The Stand;The Believers;April Fool's Day;Friday the 13th: Part 5: A New Beginning
9677;The Black Hole;Dragonheart;Dark City;Fortress;V: The Original Miniseries;Something Wicked This Way Comes
9679;Harriet the Spy;The Jungle Book;102 Dalmatians;Casper: A Spirited Beginning;The Parent Trap;Sabrina: The Teenage Witch
9681;Heavenly Creatures;O Brother, Where Art Thou?;Buffalo '66;Blue;The House of Yes;Hannah and Her Sisters
9683;Rings;Sin City;Cruel Intentions;Panic Room;Freddy's Dead: The Final Nightmare;Shrek 2
9685;28 Days;Philadelphia;The Firm;Hook;Men in Black II;Girl, Interrupted
9686;Saints and Soldiers;Forrest Gump;Gods and Generals;The Bridge on the River Kwai;Walking Tall;White Noise
9687;The Man Without a Past;Grand Illusion;Not One Less;Cinema Paradiso: Director's Cut;Swimming Pool;Spider
9689;The Exorcist: Restored Version;From Dusk Till Dawn;Monty Python and the Holy Grail;Indiana Jones and the Temple of Doom;Deliverance;Crouching Tiger, Hidden Dragon
9690;Duck Soup;The Best Years of Our Lives;Cool Hand Luke;Nosferatu: Original Version;The Player;Paths of Glory
9694;Melvin Goes to Dinner;The House of Yes;Napoleon Dynamite;You Can Count on Me;The Triplets of Belleville;Curb Your Enthusiasm: Season 1
9699;The Snow Walker;Zelary;The Bourne Supremacy;The Gift;Criminal;The Reckoning
9701;Radiohead: 7 Television Commercials;2001: A Space Odyssey;Run Ronnie Run;Garden State;Office Space;Election
9702;Tarzan;The Matrix;Deep Impact;Mission: Impossible;E.T. the Extra-Terrestrial: The 20th Anniversary (Rerelease);Spider-Man
9705;The Pride of the Yankees;The Fighting Seabees;North to Alaska;Suspicion;The Maltese Falcon;Angels with Dirty Faces
9712;A Shot in the Dark;Doctor Zhivago;Midnight Cowboy;Operation Petticoat;The Lion in Winter;To Kill a Mockingbird
9713;Blood In, Blood Out;Face/Off;The Fan;Cheech & Chong's Nice Dreams;Rush Hour;Boiler Room
9717;Airport;Superman: The Movie;Rambo: First Blood: Ultimate Edition;Quigley Down Under;The Jewel of the Nile;Sharky's Machine
9718;Never Again;Rabbit-Proof Fence;Out of Africa;Murphy's Romance;We Don't Live Here Anymore;Down With Love
9724;Harley Davidson and the Marlboro Man;Executive Decision;Big Trouble in Little China;Taking Care of Business;Rambo: First Blood Part II;On Deadly Ground
9725;Brother;The One;Adrenaline Drive;The Way of the Gun;Three Kings;Equilibrium
9727;Kontroll;White;Crash;Hero;The Limey;Under the Sand
9728;As Good as It Gets;The Hunt for Red October;Memento;Air Force One;Beetlejuice;Armageddon
9729;Lost in La Mancha;The Third Man;Fight Club;Drugstore Cowboy;The Usual Suspects;Manhattan
9731;The Bounty;Zulu;The Hunt for Red October;The Last Emperor;The Ten Commandments;Starman
9733;Down by Law;Lolita;After Hours;Requiem for a Dream;Fitzcarraldo;Buena Vista Social Club
9734;Pygmalion;The Apartment;Key Largo;Saboteur;The Misfits;Arsenic and Old Lace
9738;Bastard out of Carolina;To Die For;Misery;Children of a Lesser God;The Josephine Baker Story;Midnight in the Garden of Good and Evil
9740;Big Business;The Associate;Up Close & Personal;Crocodile Dundee;She's Having A Baby;Notting Hill
9741;The 13th Warrior;Spawn: The Movie;The Running Man;Lethal Weapon 2;Resident Evil;The Transporter
9745;Deuces Wild;Bait;The Curve;Jay and Silent Bob Strike Back;The Rundown;Red Dragon
9746;Made;Apocalypse Now;The Cell;Heathers;Bad Santa;Ferris Bueller's Day Off
9747;Warm Springs;Shine;Nobody's Fool;Postcards from the Edge;Tea with Mussolini;Fried Green Tomatoes
9752;Dragon Inn;Hellsing;Grave of the Fireflies;Taboo;Bulletproof Monk;Tokyo Godfathers
9756;Mr. Deeds;Lethal Weapon;Erin Brockovich;The Bourne Supremacy;Behind Enemy Lines;Runaway Bride
9757;Homeward Bound: The Incredible Journey;Adventures in Babysitting;Crocodile Dundee;Grumpy Old Men;The Goonies;You've Got Mail
9759;Hush;Arlington Road;Picture Perfect;The Fan;Halloween: H2O;My Life
9761;The War Wagon;Mackenna's Gold;Spencer's Mountain;High Noon;The Desert Rats;Heaven Knows, Mr. Allison
9762;Jaws: The Revenge;Iron Eagle;Problem Child / Problem Child 2;Timecop;Jeepers Creepers 2;Out for Justice
9766;George Carlin: Carlin on Campus;Groundhog Day;Brewster's Millions;PCU;The 'Burbs;Clerks: Uncensored
9768;Basic;X2: X-Men United;Hollow Man;Lord of the Rings: The Two Towers;The Terminal;Ghost
9774;Twin Peaks: Fire Walk With Me;Cecil B. Demented;The Ice Storm;Full Metal Jacket;Sleepy Hollow;Ghost Dog: The Way of the Samurai
9776;Lost Souls;Frailty;Hideaway;A Nightmare on Elm Street 4: The Dream Master;Eight Legged Freaks;Omen III: The Final Conflict
9780;Josie and the Pussycats;Earth Girls Are Easy;Uptown Girls;Joe Versus the Volcano;Fools Rush In;The Truman Show
9784;Men with Guns;Manhattan;Nowhere in Africa;Farewell My Concubine;Dr. Strangelove;Glengarry Glen Ross
9785;Beavis and Butt-head Do America;The People vs. Larry Flynt;Boogie Nights;Team America: World Police;The Truman Show;Naked Gun 33 1/3: The Final Insult
9786;Will & Grace: Season 2;Party of Five: Season 1;Queer as Folk: Season 1;My Big Fat Greek Wedding;Coyote Ugly;Notting Hill
9788;Antz;Lord of the Rings: The Return of the King;Grease;Charlotte's Web;Saving Private Ryan;The Princess Bride
9796;Breast Men;Body Shots;Moscow on the Hudson;Planes, Trains and Automobiles;Bulworth;Toys
9798;A Civil Action;Con Air;Disclosure;The Jackal;Rudy;Basic
9800;Shallow Hal;What Lies Beneath;As Good as It Gets;Spider-Man 2;You've Got Mail;The Breakfast Club
9805;The Absent-Minded Professor;Fly Away Home;Doc Hollywood;Annie: Special Anniversary Edition;The Last Starfighter;Superman: The Movie
9812;The Cheap Detective;The French Connection II;The Devil's Brigade;The Fury;Revenge of the Pink Panther;The Man Who Shot Liberty Valance
9814;Balto 2: Wolf Quest;George of the Jungle;The Prince of Egypt;Casper;Winnie the Pooh: Springtime with Roo;Stuart Little 2
9818;L.A. Confidential;Blazing Saddles;Caddyshack;Erin Brockovich;Close Encounters of the Third Kind;Meet the Parents
9819;Macross Plus;Fist of Legend;The Chronicles of Riddick: Dark Fury;Inu-Yasha;Dune;Sailor Moon R: The Promise of the Rose
9820;Berkeley in the Sixties;Ghost World;Happiness;Naqoyqatsi;2001: A Space Odyssey;Maya Lin: A Strong Clear Vision
9823;Cadfael: The Raven in the Foregate;The Lion in Winter;Ballykissangel: Series 2;As Time Goes By: Series 7;Ballykissangel: Series 1;Tinker, Tailor, Soldier, Spy
9824;Street Fighter II: Animated Movie;.hack//SIGN;Supercop;The Enforcer;Kiss of the Dragon;Dragon: The Bruce Lee Story
9826;I Love Lucy: Season 3;ER: Season 3;Sanford and Son: Season 4;Friends: The Series Finale;Married... with Children: Season 3;Law & Order: Special Victims Unit: The Fifth Year
9828;Stripes;Romancing the Stone;The Waterboy;Armageddon;Seven;Gremlins
9831;Vanishing Point;Play Misty for Me;Magnum Force;The Mark of Zorro;Moby Dick;Uncommon Valor
9833;Cyrano de Bergerac;Waking Ned Devine;Venus Beauty Institute;Burnt by the Sun;Breakfast at Tiffany's;Carrington
9836;The Twilight Zone: Vol. 35;The Andy Griffith Show: Vol 5: Rafe Hollister Sings / Class Reunion;Behind the Planet of the Apes;The Dick Van Dyke Show: Season 5;The Simpsons: Treehouse of Horror;Close Encounters of the Third Kind
9838;CQ;Exotica;Annie Hall;The Triplets of Belleville;Laurel Canyon;The Sweet Hereafter
9841;The Order;The Count of Monte Cristo;The Ninth Gate;Sleepy Hollow;Hannibal;Pirates of the Caribbean: The Curse of the Black Pearl
9844;National Lampoon's Senior Trip;Mallrats;Blue Streak;Lost & Found;Porky's;Hackers
9845;SpongeBob SquarePants: Tales From the Deep;Antz;Spy Kids 2: The Island of Lost Dreams;The Haunted Mansion;The Powerpuff Girls Movie;The Powerpuff Girls: Powerpuff Bluff
9847;Wild Things 2;I Know What You Did Last Summer;Biker Boyz;Original Sin;Alien vs. Predator;Reindeer Games
9848;Unforgivable Blackness: The Rise and Fall of Jack Johnson;Ray;Born Into Brothels;Platoon;Soul of the Game;Dead Man Walking
9849;Such a Long Journey;Aberdeen;The Magdalene Sisters;All About My Mother;Indochine;Autumn Spring
9856;My Baby's Daddy;Coach Carter;Cold Creek Manor;Dickie Roberts: Former Child Star;Mr. Deeds;The Pacifier
9859;Serving Sara;Knockaround Guys;Liar Liar;Blue Streak;Men in Black II;The Bachelor
9862;Return to Snowy River;Medicine Man;Turner and Hooch;Benji;The Sound of Music;Romancing the Stone
9863;The 6th Day;The Hunt for Red October;Raiders of the Lost Ark;A.I. Artificial Intelligence;Liar Liar;The Waterboy
9864;Battlestar Galactica: Season 1;Die Hard;Titan A.E.;Underworld;Kill Bill: Vol. 2;Men in Black
9873;Lola & Billy the Kid;Prick Up Your Ears;The Iron Ladies;Twilight of the Golds;Total Eclipse;Eating Out
9875;Innocence;The Deep End;The Winslow Boy;The Sweet Hereafter;Me Without You;Strayed
9878;Happy Accidents;Muriel's Wedding;The English Patient;Saving Grace;Beautiful Girls;What's Eating Gilbert Grape
9882;The Fifth Element;Groundhog Day;The Lost World: Jurassic Park;Happy Gilmore;Contact;Swordfish
9886;Star Wars: Episode I: The Phantom Menace;Rush Hour 2;Pulp Fiction;Blade 2;Pretty Woman;Rush Hour
9888;Fat Man and Little Boy;The Last Starfighter;Spartacus;All the President's Men;The Longest Yard;The Life and Times of Judge Roy Bean
9898;Dr. Jekyll and Mr. Hyde;Frenzy;The Postman Always Rings Twice;The Treasure of the Sierra Madre;A Streetcar Named Desire;Anatomy of a Murder
9899;China Moon;The Edge;The Gingerbread Man;Frankie and Johnny;Cat People;Guilty by Suspicion
